question_id,type,creation_date,link,score
63425222,exception_based,2020-08-15 07:54:06,https://stackoverflow.com/questions/63425222/can-exceptions-thrown-in-dart-streams-be-handled-by-subscribers-without-closing,12
63069344,exception_based,2020-07-24 05:00:48,https://stackoverflow.com/questions/63069344/can-eslint-help-you-prevent-unhandled-promise-rejections,12
62961858,exception_based,2020-07-17 18:15:54,https://stackoverflow.com/questions/62961858/catch-exceptions-with-try-catch-using-springs-webclient-with-blocking-syncronou,12
62839608,exception_based,2020-07-10 14:39:51,https://stackoverflow.com/questions/62839608/completablefuture-run-multiple-rest-calls-in-parallel-and-get-different-result,12
61363534,exception_based,2020-04-22 08:03:25,https://stackoverflow.com/questions/61363534/whats-the-recommended-way-of-renaming-a-project-in-pypi,12
60899445,exception_based,2020-03-28 06:36:58,https://stackoverflow.com/questions/60899445/how-to-connect-kafka-topic-with-web-endpoint-using-faust-python-package,12
59148185,exception_based,2019-12-02 20:33:39,https://stackoverflow.com/questions/59148185/django-error-cannot-import-name-removedindjango30warning,12
58806339,exception_based,2019-11-11 14:53:47,https://stackoverflow.com/questions/58806339/laravel-unable-to-json-encode-payload-error-code-5,12
58264907,exception_based,2019-10-07 04:09:25,https://stackoverflow.com/questions/58264907/running-py-test-inside-dockerfile,12
57120511,exception_based,2019-07-19 20:12:59,https://stackoverflow.com/questions/57120511/debugging-a-clr-hang,12
56916969,exception_based,2019-07-06 16:14:35,https://stackoverflow.com/questions/56916969/with-mongodb-go-driver-how-do-i-get-the-inner-exceptions,12
56267890,exception_based,2019-05-23 00:57:32,https://stackoverflow.com/questions/56267890/docker-compose-unable-to-start,12
54069253,exception_based,2019-01-07 04:05:32,https://stackoverflow.com/questions/54069253/the-usestate-set-method-is-not-reflecting-a-change-immediately,905
56266801,exception_based,2019-05-22 22:02:30,https://stackoverflow.com/questions/56266801/java-net-socketexception-socket-failed-eperm-operation-not-permitted,318
54285172,exception_based,2019-01-21 05:25:59,https://stackoverflow.com/questions/54285172/how-to-solve-flutter-certificate-verify-failed-error-while-performing-a-post-req,252
57847626,exception_based,2019-09-09 00:43:13,https://stackoverflow.com/questions/57847626/using-async-await-inside-a-react-functional-component,213
62079477,exception_based,2020-05-29 02:48:04,https://stackoverflow.com/questions/62079477/line-0-parsing-error-cannot-read-property-map-of-undefined,163
59931668,exception_based,2020-01-27 09:58:26,https://stackoverflow.com/questions/59931668/why-do-some-variables-declared-using-let-inside-a-function-become-available-in-a,159
76108428,exception_based,2023-04-26 04:59:46,https://stackoverflow.com/questions/76108428/how-do-i-fix-namespace-not-specified-error-in-android-studio,155
62535856,exception_based,2020-06-23 10:25:01,https://stackoverflow.com/questions/62535856/intent-resolveactivity-returns-null-in-api-30,135
69021040,exception_based,2021-09-01 19:04:42,https://stackoverflow.com/questions/69021040/why-catch-clause-variable-type-annotation-must-be-any,127
54090231,exception_based,2019-01-08 08:51:15,https://stackoverflow.com/questions/54090231/how-to-fix-error-not-implemented-navigation-except-hash-changes,121
59979188,exception_based,2020-01-30 01:42:09,https://stackoverflow.com/questions/59979188/error-failed-to-launch-the-browser-process-puppeteer,115
56598480,exception_based,2019-06-14 09:43:54,https://stackoverflow.com/questions/56598480/couldnt-find-meta-data-for-provider-with-authority,113
54419236,exception_based,2019-01-29 08:43:02,https://stackoverflow.com/questions/54419236/why-a-viewmodel-factory-is-needed-in-android,111
68240884,exception_based,2021-07-03 21:37:22,https://stackoverflow.com/questions/68240884/error-object-inside-catch-is-of-type-unknown,110
64453859,exception_based,2020-10-20 18:54:13,https://stackoverflow.com/questions/64453859/directory-import-is-not-supported-resolving-es-modules-with-node-js,109
74327225,exception_based,2022-11-05 08:17:45,https://stackoverflow.com/questions/74327225/why-does-sending-via-a-udpclient-cause-subsequent-receiving-to-fail,108
54646467,exception_based,2019-02-12 07:14:31,https://stackoverflow.com/questions/54646467/why-do-these-snippets-of-javascript-behave-differently-even-though-they-both-enc,107
65316497,exception_based,2020-12-15 23:33:19,https://stackoverflow.com/questions/65316497/swiftui-navigationview-navigationbartitle-layoutconstraints-issue,105
55201424,exception_based,2019-03-16 17:58:15,https://stackoverflow.com/questions/55201424/how-to-get-vscode-to-show-typescript-errors-for-files-not-open-in-the-editor,102
64452484,exception_based,2020-10-20 16:58:27,https://stackoverflow.com/questions/64452484/how-can-i-safely-access-caught-error-properties-in-typescript,94
58858782,exception_based,2019-11-14 11:13:04,https://stackoverflow.com/questions/58858782/using-the-dynamic-import-function-on-node-js,92
65408618,exception_based,2020-12-22 09:18:03,https://stackoverflow.com/questions/65408618/mongooseerror-operation-users-findone-buffering-timed-out-after-10000ms,90
56074531,exception_based,2019-05-10 06:22:13,https://stackoverflow.com/questions/56074531/how-to-retry-5xx-requests-using-axios,86
56904485,exception_based,2019-07-05 10:57:36,https://stackoverflow.com/questions/56904485/how-to-save-an-image-in-android-q-using-mediastore,82
